,feature,mean_abs_shap,std_abs_shap
42,household_deposits_roc8,1276.6211151410337,583.3270323034906
41,household_deposits_diff8,615.187786077802,603.2495860256888
80,household_deposits_std9,46.16545612124157,89.4817661845915
290,household_loans_roc12,45.637538429233814,60.58882286046366
1221,production_based_gdp_yy_min3,40.54025362097203,133.27246442616962
64,household_deposits_std5,38.075121169836976,40.798849930884366
1152,production_based_gdp_qq_std6,37.49254044558277,56.469599944108765
611,labour_force_participation_rate_ma5,35.0061771135716,56.86320470639153
36,household_deposits_roc5,34.88131928052456,72.40794207557386
101,card_consumables_lag7,34.58654567494307,37.13458653703276
620,labour_force_participation_rate_std7,29.308113408155634,36.61605166041359
456,unemployment_rate_std6,24.593361494312006,30.563859271915057
932,cpi_qq_std8,20.945929576504682,51.824812488332775
716,labour_cost_index_std11,20.090926106595855,40.60825289584798
1243,production_based_gdp_yy_ma9,19.79419579878384,46.54631661462876
1247,production_based_gdp_yy_ma10,18.6330484728177,31.83213551866251
38,household_deposits_roc6,17.626248184665883,20.706937069019176
339,google_home_loan_rate_search_lag5,17.245142537452605,25.123060832629427
1213,production_based_gdp_yy_diff12,16.497962629737152,28.00052721830946
273,household_loans_diff4,14.906558846448593,39.308850647031505
68,household_deposits_std6,14.892076403770536,30.49778602370999
272,household_loans_roc3,14.839319256808022,31.50198250059171
672,labour_cost_index_roc9,14.713035537555715,23.358628779959272
619,labour_force_participation_rate_ma7,14.650034075737798,29.06681814356434
588,labour_force_participation_rate_roc7,14.32942535032234,14.159126724451058
570,labour_force_participation_rate_lag8,13.650881045747104,29.010573143689623
1100,production_based_gdp_std10,12.183265221434707,24.518340477685868
392,google_home_loan_rate_search_std10,12.022873296295003,28.566301512944428
1239,production_based_gdp_yy_ma8,12.016367035833388,22.160341123788836
44,household_deposits_roc9,11.92652988592323,30.763595710497707
1211,production_based_gdp_yy_diff11,11.90630574790917,19.16187703976139
84,household_deposits_std10,11.848709430064932,30.33353353890198
316,household_loans_std8,11.69584286757316,37.35844097268719
376,google_home_loan_rate_search_std6,11.666513476130445,25.391030248184176
1238,production_based_gdp_yy_max7,11.27274660338183,17.826244782653806
1180,production_based_gdp_yy_lag2,11.15621046123669,24.08008819356572
351,google_home_loan_rate_search_diff5,11.1209365120733,13.853596835773775
674,labour_cost_index_roc10,10.643295684670726,18.455884403678713
37,household_deposits_diff6,9.995816136514572,23.82434780556009
627,labour_force_participation_rate_ma9,9.774041579217288,31.01449343583964
796,cpi_std11,9.757358329723633,15.872886700609614
14,production_based_gdp_yy,9.720196370247848,14.823836984608109
764,cpi_std3,9.254915864668993,15.544431352383963
1256,production_based_gdp_yy_std12,9.167875430387078,12.803113303722304
1231,production_based_gdp_yy_ma6,8.918415443901397,17.247044646087208
1156,production_based_gdp_qq_std7,8.889952856353833,13.972200254265848
43,household_deposits_diff9,8.721192521174652,15.431823883436062
288,household_loans_roc11,8.298450514423843,24.54472051406242
39,household_deposits_diff7,8.07734682312456,15.58564263949758
1066,production_based_gdp_roc12,8.052944863388381,14.622410889804888
1130,production_based_gdp_qq_diff8,7.873804551399159,39.509377516309385
800,cpi_std12,7.756750919341786,15.093935133693474
631,labour_force_participation_rate_ma10,7.684155823409338,13.002483597765723
28,household_deposits_roc1,7.6361639436929725,11.748782027053556
935,cpi_qq_ma9,7.5756931767984055,15.126488414163186
452,unemployment_rate_std5,7.434441573560536,28.810966318602258
189,card_credit_diff2,7.430549669670703,14.97739882577501
1182,production_based_gdp_yy_lag4,7.3977397240022915,18.878957701435123
1234,production_based_gdp_yy_max6,7.153253394432307,10.707722073553212
1114,production_based_gdp_qq_lag4,7.152097265277092,28.231380791891326
1197,production_based_gdp_yy_diff4,6.971684058373714,33.668504126930856
368,google_home_loan_rate_search_std4,6.916788228921872,9.248906377913503
420,unemployment_rate_roc3,6.87514766728344,19.686158242362964
623,labour_force_participation_rate_ma8,6.839142498549445,11.31005698854908
1137,production_based_gdp_qq_min2,6.66115267214055,35.63193843301035
502,employed_labour_force_roc4,6.619183757297879,29.61302615305201
501,employed_labour_force_diff4,6.565852059135101,23.655504881661116
47,household_deposits_diff11,6.516512055428469,20.746391941709142
924,cpi_qq_std6,6.432351240498823,13.954607478227116
30,household_deposits_roc2,6.424274438277534,13.647075662473354
985,cpi_yy_diff12,6.421626289893442,9.798166804827598
1198,production_based_gdp_yy_roc4,6.387576226153727,9.523013274887477
426,unemployment_rate_roc6,6.363608835984568,33.58790856299284
607,labour_force_participation_rate_ma4,6.217035718927913,14.768192885050697
1164,production_based_gdp_qq_std9,6.211481550858383,16.84111708628523
202,card_credit_roc8,6.115712635502661,16.119218809672887
388,google_home_loan_rate_search_std9,6.111154471811838,18.673277256631657
1124,production_based_gdp_qq_diff2,6.089898531542336,11.123957538061408
35,household_deposits_diff5,6.0527341370237755,12.500489752829354
902,cpi_qq_diff8,6.0207994223408985,14.0045185390596
98,card_consumables_lag4,6.001592291224553,13.70581179963995
95,card_consumables_lag1,5.997856034571059,18.784003743824158
544,employed_labour_force_std8,5.96552348602693,9.547462523963837
240,card_credit_std9,5.936902117373725,13.934266126909028
876,cpi_housing_household_std11,5.762858660789311,11.080088882971458
1064,production_based_gdp_roc11,5.629833329543814,11.131847174147623
678,labour_cost_index_roc12,5.595210899056075,8.026436194719848
587,labour_force_participation_rate_diff7,5.504201153804612,10.062023602381347
986,cpi_yy_roc12,5.475707620641188,9.179853936020011
1129,production_based_gdp_qq_diff7,5.46168357146895,28.637190528539506
1134,production_based_gdp_qq_diff12,5.413325171309253,35.76541511615515
356,google_home_loan_rate_search_diff10,5.409190912363839,10.60450998661172
1001,cpi_yy_min5,5.377041108015253,16.516113877377084
1215,production_based_gdp_yy_ma2,5.37590450970409,11.869408775231525
913,cpi_qq_min3,5.2477804631910745,21.224811074314257
552,employed_labour_force_std10,5.235652474336458,16.07029947687638
1209,production_based_gdp_yy_diff10,5.161366738575265,9.571469599323253
511,employed_labour_force_diff9,5.1285694260416825,21.400300137786097
1076,production_based_gdp_std4,5.114405193467041,16.65406820799959
942,cpi_qq_max10,5.059315381284259,15.043594258824843
504,employed_labour_force_roc5,4.752280378685487,7.622926101482666
897,cpi_qq_diff3,4.744928188634511,21.524531850475473
164,card_consumables_std10,4.587907351864186,8.61893223304138
130,card_consumables_roc12,4.508369628908509,7.563595108832031
1228,production_based_gdp_yy_std5,4.4907298318602,7.794737668547527
431,unemployment_rate_diff9,4.447340035748676,21.87156526818272
1161,production_based_gdp_qq_min8,4.4221910803444,10.028402879070002
104,card_consumables_lag10,4.407718352166359,21.205622952650934
437,unemployment_rate_diff12,4.404184726902206,27.61953890005259
1015,cpi_yy_ma9,4.35800717179911,9.876514064453705
1196,production_based_gdp_yy_roc3,4.350038365216735,7.930370095832029
895,cpi_qq_diff1,4.349808899738183,6.352080026518721
33,household_deposits_diff4,4.34857762635816,15.500600429286292
418,unemployment_rate_roc2,4.339576979741571,13.392344652679165
102,card_consumables_lag8,4.295672634465276,6.2569493534817155
1012,cpi_yy_std8,4.293734517259173,7.667319505047371
1219,production_based_gdp_yy_ma3,4.283896853685556,10.09089457981369
1225,production_based_gdp_yy_min4,4.283209459127325,11.022160438068143
129,card_consumables_diff12,4.231874414622903,8.93668421654888
40,household_deposits_roc7,4.201596293114076,7.929780536988568
206,card_credit_roc10,4.17431498476124,7.451326966894058
1235,production_based_gdp_yy_ma7,4.121574774353824,14.571259918190687
572,labour_force_participation_rate_lag10,4.0999814537038715,17.132658230571177
508,employed_labour_force_roc7,4.08640748213485,23.31319254257215
1223,production_based_gdp_yy_ma4,3.9892427626501292,13.57773991892929
460,unemployment_rate_std7,3.9837309811672603,5.736802428622754
1038,production_based_gdp_lag8,3.9814761147364495,10.115552946799072
1063,production_based_gdp_diff11,3.977977242688628,11.737377549805892
506,employed_labour_force_roc6,3.9354939431099063,34.61329752159633
934,cpi_qq_max8,3.9147694112310965,16.22538841050516
1179,production_based_gdp_yy_lag1,3.901805418507586,7.337556285167988
29,household_deposits_diff2,3.876680830076256,5.502888051109346
122,card_consumables_roc8,3.7879841023751237,10.087339477184345
210,card_credit_roc12,3.787194574510502,8.434791655017085
250,card_credit_max11,3.7510311018814777,14.52804700516715
518,employed_labour_force_roc12,3.718607855015424,10.66214009032819
1153,production_based_gdp_qq_min6,3.704346190387621,11.527381053561301
430,unemployment_rate_roc8,3.696561920308243,10.021307702967272
413,unemployment_rate_lag11,3.6710722696130724,11.643281074988058
1224,production_based_gdp_yy_std4,3.660792588235452,8.310499708123515
433,unemployment_rate_diff10,3.6550850642400685,19.02753999464828
1048,production_based_gdp_roc3,3.6415716170499106,22.254092163601822
1148,production_based_gdp_qq_std5,3.6314483547004177,13.850933125011945
1104,production_based_gdp_std11,3.6269207868369358,10.843267223451235
830,cpi_housing_household_roc8,3.625090102141062,11.308641700682937
656,labour_cost_index_roc1,3.5737861537532165,6.571596609426641
665,labour_cost_index_diff6,3.568458693814422,8.794973291067926
1065,production_based_gdp_diff12,3.5470619400790104,6.655576391275499
1122,production_based_gdp_qq_lag12,3.531641850082301,10.056886777220697
56,household_deposits_std3,3.528712000009606,6.175707417483943
930,cpi_qq_max7,3.504209871472004,9.638453339987866
499,employed_labour_force_diff3,3.4753887055856953,7.209568520546693
278,household_loans_roc6,3.452618526206489,13.320001158098556
758,cpi_roc12,3.436502109031539,12.925052959377469
1155,production_based_gdp_qq_ma7,3.4335253029868484,6.440032690197293
1218,production_based_gdp_yy_max2,3.3750781499579383,9.483370257825198
978,cpi_yy_roc8,3.357828051168052,8.944129578545242
1062,production_based_gdp_roc10,3.337497864635818,7.482062852552581
362,google_home_loan_rate_search_max2,3.3101018599849987,5.568866886819744
350,google_home_loan_rate_search_diff4,3.2872898835881728,7.093005263639085
32,household_deposits_roc3,3.2030742997307295,10.168882287908557
100,card_consumables_lag6,3.1862286507089927,9.362660713157755
1008,cpi_yy_std7,3.181000842363185,8.699935413126486
973,cpi_yy_diff6,3.171079195196115,7.5972588039293285
270,household_loans_roc2,3.1702842472251054,11.845455273449629
34,household_deposits_roc4,3.1615233042184405,6.264495978929463
961,cpi_yy_lag11,3.1604010242958793,8.051734070128969
780,cpi_std7,3.156946537276561,6.605804126588424
48,household_deposits_roc11,3.151449318821241,9.884061494352595
1214,production_based_gdp_yy_roc12,3.1340819972531198,8.189458838571852
108,card_consumables_roc1,3.130763972418866,5.893728586906355
344,google_home_loan_rate_search_lag10,3.1283863721785012,9.706346508975233
52,household_deposits_std2,3.127642080341841,6.118130689084298
1184,production_based_gdp_yy_lag6,3.1190429636990182,4.759959422751295
822,cpi_housing_household_roc4,3.092191117813171,7.864083458685004
1014,cpi_yy_max8,3.0435091481493313,8.402443942927908
480,unemployment_rate_std12,3.0423455657502236,10.234184695638676
479,unemployment_rate_ma12,3.019143967644713,11.381212394041563
