,feature,mean_abs_shap,std_abs_shap
30,household_deposits_roc2,481.1128288472479,328.03248876263456
29,household_deposits_diff2,361.61825798518464,289.8487984602684
56,household_deposits_std3,135.06806934278,165.92807765570345
210,card_credit_roc12,14.670053598026108,11.760105078306154
674,labour_cost_index_roc10,9.60292808929656,13.153092667864493
347,google_home_loan_rate_search_diff1,7.927321652099606,16.6247716683907
160,card_consumables_std9,7.678390521783985,31.777479764583497
672,labour_cost_index_roc9,7.56342187537606,8.044607903729831
345,google_home_loan_rate_search_lag11,7.084143461222213,18.008659296009288
190,card_credit_roc2,7.003578294343904,13.874132882117866
1158,production_based_gdp_qq_max7,6.423198034737545,8.667089561640246
1237,production_based_gdp_yy_min7,6.183099611192556,14.474256005601893
835,cpi_housing_household_diff11,6.116847019103615,32.93803218482744
209,card_credit_diff12,5.980462566713497,5.842668059029619
49,household_deposits_diff12,5.9713231595009155,8.282271357368272
1119,production_based_gdp_qq_lag9,5.657903170036091,13.791557462009774
44,household_deposits_roc9,5.449037245797472,5.577819333781767
50,household_deposits_roc12,5.2015349785080796,5.839952809462331
13,production_based_gdp_qq,5.195177008262946,10.906380825999909
281,household_loans_diff8,5.011360219143059,8.966285447917185
357,google_home_loan_rate_search_diff11,4.880747281990218,10.542406377218821
138,card_consumables_max3,4.688480988014587,24.60578007583413
380,google_home_loan_rate_search_std7,4.60093946381756,4.511475291792893
136,card_consumables_std3,4.440269226403949,17.561652002727765
708,labour_cost_index_std9,4.397089813513623,6.234331460954789
45,household_deposits_diff10,4.2765232368800525,5.428616369036582
1253,production_based_gdp_yy_min11,4.217444238208295,12.862529053237367
346,google_home_loan_rate_search_lag12,4.201153008226785,4.861706985780421
92,household_deposits_std12,4.188430019019257,5.890214459700053
96,card_consumables_lag2,4.13945505241503,5.94252006013493
712,labour_cost_index_std10,4.127500770251048,5.528985516626387
466,unemployment_rate_max8,4.124150558149699,28.5044844727607
1114,production_based_gdp_qq_lag4,4.122673577729692,8.97094528131507
168,card_consumables_std11,4.089762448975717,30.011295834268758
43,household_deposits_diff9,4.052414788927169,4.739783309143457
675,labour_cost_index_diff11,4.03096000242515,19.022335179873426
973,cpi_yy_diff6,3.832549335502944,5.170890824724145
339,google_home_loan_rate_search_lag5,3.787242860702388,4.2394629349212
355,google_home_loan_rate_search_diff9,3.728375220024663,6.9998381031334205
958,cpi_yy_lag8,3.6643243191685912,5.576721602983203
1120,production_based_gdp_qq_lag10,3.480354631845403,12.540503897188918
1113,production_based_gdp_qq_lag3,3.4262301723556163,4.169891153195141
84,household_deposits_std10,3.2811830070582517,4.058064908788709
407,unemployment_rate_lag5,3.185560974149738,15.554609615360299
384,google_home_loan_rate_search_std8,3.1573711436243705,6.734121691157458
416,unemployment_rate_roc1,3.12310764464887,5.937778513081767
27,household_deposits_diff1,3.0797916644218852,15.52380876523484
624,labour_force_participation_rate_std8,3.0068323104152057,5.398799196170668
1257,production_based_gdp_yy_min12,2.9791782597208623,7.717838335499765
282,household_loans_roc8,2.9280190309426746,3.8725268579934067
1220,production_based_gdp_yy_std3,2.781320857957494,9.684174539285479
422,unemployment_rate_roc4,2.7517151096755663,4.7041256223821755
574,labour_force_participation_rate_lag12,2.7402814984859534,5.87462433674692
664,labour_cost_index_roc5,2.7396693837341735,3.6271088471369746
959,cpi_yy_lag9,2.6614292204984658,3.714500275496902
356,google_home_loan_rate_search_diff10,2.646689943435727,8.388155452000872
949,cpi_qq_min12,2.6042113614718336,4.266593825240016
371,google_home_loan_rate_search_ma5,2.4188651211526158,8.597784382895496
1116,production_based_gdp_qq_lag6,2.381419290183286,8.520887334709236
1076,production_based_gdp_std4,2.370121476558315,14.129027990459527
716,labour_cost_index_std11,2.338453435635132,4.023181003651496
1233,production_based_gdp_yy_min6,2.310301340554524,6.511617552743343
1182,production_based_gdp_yy_lag4,2.2878084737597444,4.537394532572967
283,household_loans_diff9,2.2581188972025754,6.00127540192003
582,labour_force_participation_rate_roc4,2.2498296217405045,5.560522434868245
1184,production_based_gdp_yy_lag6,2.1976499930576936,3.743110878871023
197,card_credit_diff6,2.192132666154829,5.891792486571522
33,household_deposits_diff4,2.095124878765149,3.2526166120775186
945,cpi_qq_min11,2.070842484915189,4.443373536641388
60,household_deposits_std4,2.070824811430361,4.717214665045248
1047,production_based_gdp_diff3,2.0635737773741596,11.855731072541914
172,card_consumables_std12,2.058770272320824,14.61095779926769
1258,production_based_gdp_yy_max12,2.0447940934476136,5.0413623410826425
32,household_deposits_roc3,1.9242023209366708,3.3618414801869183
42,household_deposits_roc8,1.8683813655175623,3.296486668509621
109,card_consumables_diff2,1.8505230066953642,4.523396007971993
1117,production_based_gdp_qq_lag7,1.8420507665073542,4.313051900736503
123,card_consumables_diff9,1.823507204015866,5.31057947482087
38,household_deposits_roc6,1.8223734302396768,3.9944576376340866
448,unemployment_rate_std4,1.7715550869492658,1.6300725803033338
1216,production_based_gdp_yy_std2,1.744190026501502,5.933022809365827
1118,production_based_gdp_qq_lag8,1.7371903778252467,4.090841302722213
338,google_home_loan_rate_search_lag4,1.7325911742469835,2.1246882277196515
891,cpi_qq_lag9,1.7109558022049602,3.948170307444475
480,unemployment_rate_std12,1.6577262229714187,7.576221725361962
1252,production_based_gdp_yy_std11,1.646808773497235,3.0521798035771055
676,labour_cost_index_roc11,1.626453174002835,3.273231562561829
156,card_consumables_std8,1.6242598961684944,9.965049200572928
452,unemployment_rate_std5,1.6162590463380784,2.3094530985600876
364,google_home_loan_rate_search_std3,1.5617216981763815,9.896151396052135
40,household_deposits_roc7,1.5472669399222092,4.814787256965748
152,card_consumables_std7,1.5397536272929833,11.041274305534127
1181,production_based_gdp_yy_lag3,1.5307972697917869,2.8477683125745794
205,card_credit_diff10,1.5295915427902478,4.338546270059217
1033,production_based_gdp_lag3,1.526188509075489,6.551051331626749
1205,production_based_gdp_yy_diff8,1.518754555209747,4.012138844152261
964,cpi_yy_roc1,1.5147899613704685,3.95710883036809
670,labour_cost_index_roc8,1.5103900180760608,2.5684701835335995
1133,production_based_gdp_qq_diff11,1.4854034066177488,2.750483277756117
278,household_loans_roc6,1.4628456177318419,3.1330414893281255
285,household_loans_diff10,1.458893777329211,5.863934739535871
458,unemployment_rate_max6,1.4508735006155387,10.98322588058134
34,household_deposits_roc4,1.4477918068508524,1.603265080795485
1151,production_based_gdp_qq_ma6,1.427997487235579,3.4077477280879016
351,google_home_loan_rate_search_diff5,1.4237945466769475,3.201868309388273
379,google_home_loan_rate_search_ma7,1.4214915991918797,5.686888942664505
31,household_deposits_diff3,1.4201468626863842,2.448418927191423
392,google_home_loan_rate_search_std10,1.4163115219857574,2.536366174459067
352,google_home_loan_rate_search_diff6,1.4084417921783852,2.7733833149217215
387,google_home_loan_rate_search_ma9,1.4069419381450974,4.549208620935503
912,cpi_qq_std3,1.3929752896737742,3.025757577802563
1196,production_based_gdp_yy_roc3,1.3750823752243173,2.55829720715056
342,google_home_loan_rate_search_lag8,1.3656726412717188,3.997710253211331
1135,production_based_gdp_qq_ma2,1.3558847920791859,11.102895381723643
360,google_home_loan_rate_search_std2,1.35433093295313,7.468677804655011
98,card_consumables_lag4,1.3426316045969309,4.072904393114209
1091,production_based_gdp_ma8,1.3178193773393427,6.5629697340496715
1095,production_based_gdp_ma9,1.3072291672419967,5.905854866836637
1249,production_based_gdp_yy_min10,1.3028602062629147,3.0878342740814877
758,cpi_roc12,1.297552643956359,3.5741811424094125
1202,production_based_gdp_yy_roc6,1.2923636157416813,3.919268333356581
1213,production_based_gdp_yy_diff12,1.2848023818804017,3.308755556318715
194,card_credit_roc4,1.2683333484385875,1.756362993811584
340,google_home_loan_rate_search_lag6,1.2638462390596834,4.510665153659155
110,card_consumables_roc2,1.2463942084079087,4.181511318675439
434,unemployment_rate_roc10,1.240314755900992,5.50765510664504
279,household_loans_diff7,1.2351197211793494,3.7842941090243736
1244,production_based_gdp_yy_std9,1.2286064772912142,3.3274299309105766
1024,cpi_yy_std11,1.227734006589662,3.6651245256298846
632,labour_force_participation_rate_std10,1.2262364275641857,2.24827676757735
656,labour_cost_index_roc1,1.209579816005299,3.400190074195249
368,google_home_loan_rate_search_std4,1.2071551952942718,5.597042552570382
1125,production_based_gdp_qq_diff3,1.206976827447312,7.766461091912636
256,household_loans_lag2,1.2045835306571682,10.585074149552158
1155,production_based_gdp_qq_ma7,1.201547549826878,3.1938781275931882
616,labour_force_participation_rate_std6,1.1951250186225597,2.430928937170627
125,card_consumables_diff10,1.19152030642464,3.1623061650295394
46,household_deposits_roc10,1.1868343377382953,1.9844072095099203
244,card_credit_std10,1.1796037150997076,4.270677226812507
114,card_consumables_roc4,1.1795882008146696,2.936415282431707
39,household_deposits_diff7,1.17796692671064,2.431541509428465
1066,production_based_gdp_roc12,1.1651886267980194,1.9714664097628707
957,cpi_yy_lag7,1.1524136964394958,3.139884993152025
324,household_loans_std10,1.1515832348769734,3.0060994287563383
988,cpi_yy_std2,1.1453542028097985,3.878169387135742
232,card_credit_std7,1.1277760643739136,6.041839057599668
902,cpi_qq_diff8,1.1254381385308128,2.763324682124418
764,cpi_std3,1.1219822102845,4.827933215243864
349,google_home_loan_rate_search_diff3,1.1173589754213349,3.2591000466246447
284,household_loans_roc9,1.1156574728761606,2.8064627116950365
1186,production_based_gdp_yy_lag8,1.1114314422612783,2.2454610655411336
827,cpi_housing_household_diff7,1.1105233321303107,2.778995465220847
68,household_deposits_std6,1.1010072022066277,1.4831979782733768
418,unemployment_rate_roc2,1.0896293920363265,1.6703286556712569
1050,production_based_gdp_roc4,1.08771120437554,2.486396694735612
164,card_consumables_std10,1.0857469888525417,6.512079317232499
1245,production_based_gdp_yy_min9,1.0847615481107267,4.0596127251882415
336,google_home_loan_rate_search_lag2,1.076820545957284,3.9169645349237405
736,cpi_roc1,1.0478665222324863,2.30639951649363
200,card_credit_roc7,1.0392863272796578,3.7805852367503947
1189,production_based_gdp_yy_lag11,1.0299516719518629,2.378179461782112
658,labour_cost_index_roc2,1.0168695073010994,2.2683028600610826
195,card_credit_diff5,1.007976980533914,4.04318809420703
111,card_consumables_diff3,1.0049172062184761,1.804317179232938
186,card_credit_lag12,1.0019543239603987,7.250819961674536
202,card_credit_roc8,0.9841234471495306,4.388518928382719
1137,production_based_gdp_qq_min2,0.9648961624528932,2.479744901378693
1188,production_based_gdp_yy_lag10,0.9571474501657423,3.6726896744640793
460,unemployment_rate_std7,0.9489233287764797,1.6155147996243027
901,cpi_qq_diff7,0.9381476574629003,2.372453814593088
335,google_home_loan_rate_search_lag1,0.9372106469891953,2.1224027526338007
48,household_deposits_roc11,0.9339504027826565,1.9581112969413619
240,card_credit_std9,0.9332263232527251,5.289050903151543
1040,production_based_gdp_lag10,0.9268153063585539,4.882361994159052
1028,cpi_yy_std12,0.9231654714614282,2.825946371146997
28,household_deposits_roc1,0.8883153168609053,1.6592904685567076
738,cpi_roc2,0.8868441364576816,1.717733503009374
361,google_home_loan_rate_search_min2,0.885865810795113,2.1723009476743824
350,google_home_loan_rate_search_diff4,0.8831016885701007,1.7476472132650323
181,card_credit_lag7,0.8725891459509985,4.15022697655859
275,household_loans_diff5,0.8592032348868588,4.520412975559508
286,household_loans_roc10,0.8465377851396719,4.004874464411751
35,household_deposits_diff5,0.8427737183245108,2.539166976221442
972,cpi_yy_roc5,0.8413352780082336,1.493436944416822
893,cpi_qq_lag11,0.8391995725091836,2.168468475778455
207,card_credit_diff11,0.836947370380743,1.8221520043712234
88,household_deposits_std11,0.8318925039454806,1.5430485409007408
642,labour_force_participation_rate_max12,0.8316718492644262,3.0589317473932276
668,labour_cost_index_roc7,0.8290306366476621,1.5601779087662446
1183,production_based_gdp_yy_lag5,0.822749295931906,2.531581331450642
189,card_credit_diff2,0.8212073095215241,2.3803912018725546
280,household_loans_roc7,0.8132435267751761,2.0603738111490344
920,cpi_qq_std5,0.811336788186229,2.573279375595826
1192,production_based_gdp_yy_roc1,0.8108925637439272,2.4253319706093865
930,cpi_qq_max7,0.8103667327571912,2.666747677565073
943,cpi_qq_ma11,0.8074429207011351,2.497439335757115
332,household_loans_std12,0.8050109146498855,2.3496953307083515
1241,production_based_gdp_yy_min8,0.803312849223971,3.5552312531736248
115,card_consumables_diff5,0.7984827065260763,3.343911476854637
208,card_credit_roc11,0.7975816524572822,1.6681471527371723
940,cpi_qq_std10,0.7913635250911003,3.2789905591365636
1194,production_based_gdp_yy_roc2,0.7728769789852957,3.994823252071686
358,google_home_loan_rate_search_diff12,0.7720011632979131,1.3019474673295688
889,cpi_qq_lag7,0.759899120357001,1.735057262630798
456,unemployment_rate_std6,0.7567108188484051,1.6349146422914218
199,card_credit_diff7,0.7557787168766786,3.9834516839510328
1061,production_based_gdp_diff10,0.7548895915948345,6.389812555181833
415,unemployment_rate_diff1,0.7532549303683564,1.4637364127886443
363,google_home_loan_rate_search_ma3,0.7472895900303579,1.3459998485550635
76,household_deposits_std8,0.7380372342118353,1.5520506190727508
203,card_credit_diff9,0.7373162663310705,2.276736051143233
941,cpi_qq_min10,0.7364179370726598,2.2648971626812022
1064,production_based_gdp_roc11,0.7345643914018529,3.0364933459595025
118,card_consumables_roc6,0.7318180453265094,2.474318278915095
578,labour_force_participation_rate_roc2,0.7281993351575125,1.3695482610250054
216,card_credit_std3,0.7142246346966229,4.043802384118866
14,production_based_gdp_yy,0.7079287034451267,1.3887954011326364
615,labour_force_participation_rate_ma6,0.6929903717107464,2.089070961191869
